Date,Open,High,Low,Close,Adj Close,Volume
2018-02-05,16.639000,16.639000,16.639000,16.639000,16.639000,12
2018-02-06,16.705000,16.705000,16.540001,16.548000,16.548000,206
2018-02-07,16.629999,16.629999,16.205999,16.205999,16.205999,4
2018-02-08,16.313999,16.313999,16.313999,16.313999,16.313999,0
2018-02-09,16.115999,16.115999,16.115999,16.115999,16.115999,16
2018-02-12,16.375000,16.548000,16.344999,16.548000,16.548000,2
2018-02-13,16.507000,16.507000,16.507000,16.507000,16.507000,3
2018-02-14,16.858000,16.858000,16.858000,16.858000,16.858000,201
2018-02-15,16.777000,16.777000,16.777000,16.777000,16.777000,23
2018-02-16,16.695000,16.695000,16.695000,16.695000,16.695000,1
2018-02-20,16.424999,16.424999,16.424999,16.424999,16.424999,0
2018-02-21,16.604000,16.604000,16.604000,16.604000,16.604000,0
2018-02-22,16.570000,16.579000,16.570000,16.579000,16.579000,21
2018-02-23,16.549999,16.555000,16.476000,16.476000,16.476000,20
2018-02-26,16.542000,16.542000,16.542000,16.542000,16.542000,68118
2018-02-27,16.610001,16.650000,16.260000,16.346001,16.346001,23900
2018-02-28,16.334999,16.430000,16.299999,16.323999,16.323999,1018
2018-03-01,16.350000,16.465000,16.090000,16.200001,16.200001,564
2018-03-02,16.389999,16.495001,16.360001,16.392000,16.392000,83
2018-03-05,16.465000,16.545000,16.320000,16.337999,16.337999,143
2018-03-06,16.370001,16.809999,16.370001,16.715000,16.715000,344
2018-03-07,16.639999,16.639999,16.400000,16.427999,16.427999,34
2018-03-08,16.440001,16.465000,16.375000,16.436001,16.436001,70
2018-03-09,16.330000,16.615000,16.305000,16.546000,16.546000,355
2018-03-12,16.565001,16.565001,16.389999,16.471001,16.471001,48
2018-03-13,16.495001,16.559999,16.459999,16.559000,16.559000,19
2018-03-14,16.535000,16.535000,16.466999,16.466999,16.466999,3
2018-03-15,16.485001,16.485001,16.305000,16.353001,16.353001,34
2018-03-16,16.334999,16.405001,16.184999,16.202000,16.202000,34
2018-03-19,16.165001,16.260000,16.165001,16.254999,16.254999,137
2018-03-20,16.215000,16.215000,16.049999,16.125000,16.125000,114
2018-03-21,16.385000,16.530001,16.357000,16.357000,16.357000,76
2018-03-22,16.490000,16.504999,16.327999,16.327999,16.327999,2
2018-03-23,16.450001,16.549999,16.450001,16.530001,16.530001,55
2018-03-26,16.700001,16.725000,16.615000,16.632000,16.632000,43
2018-03-27,16.504999,16.504999,16.489000,16.489000,16.489000,167
2018-03-28,16.450001,16.450001,16.195000,16.205000,16.205000,79
2018-03-29,16.250000,16.250000,16.209999,16.223000,16.223000,39
2018-04-02,16.469999,16.627001,16.469999,16.627001,16.627001,6
2018-04-03,16.347000,16.347000,16.347000,16.347000,16.347000,0
2018-04-04,16.434999,16.445000,16.209000,16.209000,16.209000,39
2018-04-05,16.200001,16.320000,16.190001,16.320000,16.320000,12
2018-04-06,16.299999,16.332001,16.285000,16.332001,16.332001,4
2018-04-09,16.344999,16.499001,16.344999,16.499001,16.499001,35
2018-04-10,16.410000,16.566000,16.410000,16.566000,16.566000,6
2018-04-11,16.738001,16.738001,16.738001,16.738001,16.738001,0
2018-04-12,16.615000,16.615000,16.443001,16.443001,16.443001,3
2018-04-13,16.628000,16.628000,16.628000,16.628000,16.628000,0
2018-04-16,16.662001,16.662001,16.662001,16.662001,16.662001,120
2018-04-17,16.771999,16.771999,16.771999,16.771999,16.771999,0
2018-04-18,16.825001,17.231001,16.825001,17.231001,17.231001,11
2018-04-19,17.170000,17.222000,17.170000,17.222000,17.222000,1
2018-04-20,17.174999,17.174999,17.100000,17.146999,17.146999,127
2018-04-23,16.825001,16.830000,16.570999,16.570999,16.570999,20
2018-04-24,16.660000,16.687000,16.660000,16.687000,16.687000,5
2018-04-25,16.555000,16.555000,16.486000,16.486000,16.486000,2
2018-04-26,16.488001,16.488001,16.488001,16.488001,16.488001,69508
2018-04-27,16.490000,16.530001,16.385000,16.406000,16.406000,20148
2018-04-30,16.475000,16.485001,16.139999,16.312000,16.312000,1573
2018-05-01,16.280001,16.285000,16.000000,16.039000,16.039000,1407
2018-05-02,16.190001,16.450001,16.190001,16.291000,16.291000,884
2018-05-03,16.370001,16.530001,16.340000,16.362000,16.362000,642
2018-05-04,16.405001,16.440001,16.330000,16.434000,16.434000,296
2018-05-07,16.490000,16.504999,16.389999,16.413000,16.413000,308
2018-05-08,16.415001,16.445000,16.250000,16.388000,16.388000,215
2018-05-09,16.514999,16.514999,16.455000,16.458000,16.458000,152
2018-05-10,16.459999,16.684999,16.455000,16.680000,16.680000,36
2018-05-11,16.725000,16.725000,16.676001,16.676001,16.676001,76
2018-05-14,16.650000,16.650000,16.549999,16.570000,16.570000,67
2018-05-15,16.350000,16.350000,16.165001,16.194000,16.194000,121
2018-05-16,16.297001,16.297001,16.297001,16.297001,16.297001,48
2018-05-17,16.315001,16.413000,16.315001,16.413000,16.413000,136
2018-05-18,16.379999,16.405001,16.379999,16.386999,16.386999,33
2018-05-21,16.450001,16.459999,16.450001,16.452000,16.452000,15
2018-05-22,16.540001,16.540001,16.507999,16.507999,16.507999,72
2018-05-23,16.295000,16.337999,16.285000,16.337999,16.337999,31
2018-05-24,16.621000,16.621000,16.621000,16.621000,16.621000,836
2018-05-25,16.549999,16.549999,16.481001,16.481001,16.481001,64
2018-05-29,16.305000,16.305000,16.305000,16.305000,16.305000,546
2018-05-30,16.340000,16.504999,16.260000,16.479000,16.479000,398
2018-05-31,16.500000,16.500000,16.402000,16.402000,16.402000,65
2018-06-01,16.388000,16.388000,16.388000,16.388000,16.388000,5
2018-06-04,16.379000,16.379000,16.379000,16.379000,16.379000,40
2018-06-05,16.355000,16.495001,16.355000,16.490999,16.490999,18
2018-06-06,16.465000,16.642000,16.455000,16.642000,16.642000,94
2018-06-07,16.725000,16.865000,16.680000,16.766001,16.766001,17
2018-06-08,16.735001,16.760000,16.694000,16.694000,16.694000,16
2018-06-11,16.870001,16.910000,16.870001,16.905001,16.905001,18
2018-06-12,16.849001,16.849001,16.849001,16.849001,16.849001,0
2018-06-13,16.952999,17.070000,16.952999,16.952999,16.952999,6
2018-06-14,17.120001,17.285000,17.115000,17.226000,17.226000,101
2018-06-15,17.120001,17.285000,16.452000,16.452000,16.452000,23
2018-06-18,16.412001,16.412001,16.412001,16.412001,16.412001,5
